id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
2146,C11-0000673-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,Green Savants LLC,Data Not Available,Edmund Chan III,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Edmund@greensavants.Com,(626) 233-5888,Data Not Available,,
2147,C11-0000674-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,Eye N Eye LLC,Eye N Eye,"Doug Kern, Eamon Lacy, Todd Mitchell",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Operations@eyeneye.Org,(805) 440-1976,Data Not Available,,
2149,C11-0000676-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,Materia Enterprises Inc.,Data Not Available,"Daniel Ammer, Terence Mishler, Todd Richey",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Bombbayfarms@gmail.Com,(916) 900-4490,Data Not Available,,
2150,C11-0000677-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/5/19,7/4/22,,Wwcmc Inc.,Data Not Available,"Joseph Pearson, Sean Kelley",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Compliance@sparc.Co,(707) 584-6923,Data Not Available,,
2152,C11-0000679-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,"Tamarack Valley Partners, LLC",Data Not Available,"BRYAN Schwartz, Christopher Malcolm",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Cmalcolm55@hotmail.Com,(818) 497-6869,Data Not Available,,
2153,C11-0000680-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/5/19,7/4/22,,Vista Prime Management,Data Not Available,"Brad Rogers, Brendan  Purdy, Cody Sadler, George Sadler, Johannes van der Linde, Michael  Marchese, William  Dawson",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Sadler1133@msn.Com,(858) 256-9221,Data Not Available,,
2155,C11-0000682-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,"Qx Ventures, LLC",QX VENTURES LLC,"Gukas Folyan, Lawrence Michelson",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Robert@finklelawoffice.Com,(510) 736-5529,Data Not Available,,
2158,C11-0000685-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,Indus Holding Company,Cypress Manufacturing Company,"Akshi Patel, Arthur Maxwell, Mark Ainsworth, Robert Weakley, Stephanie Harkness, Steve Neil, William Anton",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Kelly@indusholdingco.Com,(831) 809-2451,Data Not Available,,
2159,C11-0000686-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/5/19,7/4/22,,"Dub Brothers Management, LLC",Data Not Available,"Barry Walker, Brent Walker",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dubbrothersla@gmail.Com,(323) 645-7669,Data Not Available,,
2160,C11-0000687-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/6/19,7/5/22,,"United Medical Alliance, LLC",United Medical Alliance,"Artur Azatyan, Sarkis Azatian, Shawn Townsend",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,UnitedmedicalallianceLLC@gmail.Com,(213) 618-4894,Data Not Available,,
2164,C11-0000691-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/6/19,7/5/22,,"Highly Sensible Logistics, LLC",Data Not Available,"Bianca Garza, Carlos  Rodriguez, David  Korman, Gregory Weintritt, Matthew  Dodson, Raymond Strack",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Siskiyou,Data Not Available,Highlysensiblelogistics@gmail.Com,(813) 892-3785,Data Not Available,,
2165,C11-0000692-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/6/19,7/5/22,,"Keystone Industries, LLC",Data Not Available,Robert Prada,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Imperial,Data Not Available,Robertprada@me.Com,(619) 569-7776,Data Not Available,,
2166,C11-0000693-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/6/19,7/5/22,,Flower Rush,Distribution Company,Preston Malone,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Pmalone53@gmail.Com,(510) 500-2348,Data Not Available,,
2167,C11-0000694-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/7/19,7/6/22,,"Hunter Project Facilities, LLC",Data Not Available,"Adam Sutton, Diane Rash, Ekaterina  Boley, Lisa Crockett",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,A.Sutton1212@gmail.Com,(805) 300-3182,Data Not Available,,
2168,C11-0000695-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,K.U.S.H. (Kinder Understanding Sensitive Healing) Collective,K.U.S.H. (KINDER UNDERSTANDING SENSITIVE HEALING) COLLECTIVE,JImmy Shin,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Dshin@shinlegalgroup.Com,(562) 843-4676,Data Not Available,,
2170,C11-0000697-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,Event Horizon Technologies,EVENT HORIZON TECHNOLOGIES,"Jaime Restrepo, Jarom  Fawson, Michael  Henderson-Cohen, Michael Steinmetz, Michael Wheeler",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Michael.Wheeler@eventhorizontechnologies.Net,(415) 601-7184,Data Not Available,,
2171,C11-0000698-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,"Lizbor, Inc.",Distributree,Yana Bakshiy,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Yana@whtcla.Com,(818) 266-5144,Data Not Available,,
2173,C11-0000700-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,Green Dragon Collective,Data Not Available,"GLENN STANDRIDGE, Manuel Semerdjian",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Manuelsemerdjian@gmail.Com,(818) 610-9533,Data Not Available,,
2177,C11-0000704-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,Earth Blend Inc,Cali Boyz,"Abraham Miranda, Charles Kirchheimer, Daniel Sosa",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Earthblendcorp@gmail.Com,(323) 348-9439,Data Not Available,,
3687,C11-0000705-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,Kega Farms LLC,KEGA FARMS LLC,"GAREN Grigorian, Kevork Khzarjian",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Pacoima10452@gmail.Com,(818) 696-2260,Data Not Available,,
3692,C11-0000710-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/8/19,7/7/22,,Buttonwood Tree LLC,Data Not Available,Ray Shott,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Coastabella@gmail.Com,(831) 588-4830,Data Not Available,,
3693,C11-0000711-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Redwood Roots Distribution, LLC.",Data Not Available,Christopher Anderson,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Chris@redwoodrootsfamily.Com,(707) 923-1236,Data Not Available,,
3695,C11-0000713-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Sg Distribution,SG Distribution,Robert Jenkins,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Paul@sgscientific.Com,(510) 922-9432,Data Not Available,,
3696,C11-0000714-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Grizzly Peak Farms, LLC",Data Not Available,"David Gash, Miles Yamashita",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Matt@grizzlypeakfarms.Com,(619) 204-3838,Data Not Available,,
3697,C11-0000715-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"The Green Earth Farmacie, Inc.","THE GREEN EARTH FARMACIE, INC.","Cory  Delpasand, Gary  Bookman, Nadia Sadat",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Gary@emberzdelivery.Com,(818) 994-1045,Data Not Available,,
3698,C11-0000716-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Purest Usa, LLC",Data Not Available,"John Schneider, Mercedes Hand",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Johnschneider22@yahoo.Com,(530) 518-2553,Data Not Available,,
3699,C11-0000717-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Guava Bay Management, LLC","Guava Bay Management, LLC","Derek Armitage, Patrick Gallogly, Spencer Strayer",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Info@venice-Shores.Com,(401) 829-7476,Data Not Available,,
3700,C11-0000718-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Bird Valley Organics Inc.,Bird Valley Organics,"Manuel Alvarez, Teresita Sardinas",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Sales@birdvalleyorganics.Com,(510) 502-6629,Data Not Available,,
3701,C11-0000719-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Loyalty Ac LLC,Loyalty Distribution,Sandi Fields,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,LoyaltyacLLC@gmail.Com,"76,098,950,526,692,800,000",Data Not Available,,
3702,C11-0000720-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Treetop Flyers Collective, Inc.","TREETOP FLYERS COLLECTIVE, INC.","Alex Watson, Frederick Rice, Norman Morales",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Treetopflyersinc@gmail.Com,(831) 783-8556,Data Not Available,,
3703,C11-0000721-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Rdc Collective Corp.,RDC - The Syndicate,Woo Yi,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Wooyi03@gmail.Com,(818) 757-0434,Data Not Available,,
3704,C11-0000722-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Defined Research, Inc.",Dr. Paul's,"Paul Muchowski, Tedford Lewis",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Paulmuchowski@definedresearch.Com,(415) 413-8666,Data Not Available,,
3706,C11-0000724-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"The Green Goddess, Inc.",Green Goddess Collective,"Daniel Stein, John Huffman",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Chris@greengoddesscollective.Com,(844) 420-8442,Data Not Available,,
3707,C11-0000725-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/9/19,7/8/22,,L B Green Room,Data Not Available,Adel Hijazi,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Adam.Lbca@gmail.Com,(562) 270-5454,Data Not Available,,
3708,C11-0000726-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,The Pottery Inc.,The Pottery,"Caitlin Danias, Jocelyn  Rosenwald, Kyle  Kazan, Lance Washington",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Info@thepottery.La,(323) 452-9833,Data Not Available,,
3709,C11-0000727-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Cura Ca, LLC",Cura Vape Equipment,"Cameron Forni, Karan Khanna, Nitin Khanna",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Andrew.Dorsett@curaleaf.Com,(562) 202-1615,Data Not Available,,
3710,C11-0000728-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Source Distributions, LLC",Data Not Available,"Babak  Larian, Kamran Jamshidinia, Michel Kiarash, Ronald Glantz, Siamak Tabib",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Rglantz@mdbiodesign.Com,(818) 430-4686,Data Not Available,,
3713,C11-0000731-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,"Marijaye, A Cooperative Corporation",Data Not Available,"Jan McDaniels, Sean McDaniels",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Janmandist@gmail.Com,(323) 633-9262,Data Not Available,,
3714,C11-0000732-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Liquid Shade Inc,Data Not Available,"Edic Sliva, Lisa Tollner",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Lisat@inoventure.Com,(408) 483-7131,Data Not Available,,
3715,C11-0000733-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/9/19,7/8/22,,Humboldt Harvest Inc,Humboldt Harvest,Esther Benemann,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Humboldtharvestmedicinals@gmail.Com,(707) 672-2648,Data Not Available,,
3717,C11-0000735-LIC,Active,Annual,Commercial -  Distributor,Medicinal,7/9/19,7/8/22,,"Rbg Services, Inc.",Data Not Available,Raul Becerril,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,405raul@gmail.Com,(760) 349-6707,Data Not Available,,
3858,C11-0000736-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/9/19,7/8/22,,"Cannacruz, LLC",CannaCruz,"Bradford Palmer, Grant Palmer",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Cruz,Data Not Available,Cruz89@aol.Com,(831) 206-7569,Data Not Available,,
3862,C11-0000737-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/9/19,7/8/22,,"Cannacruz, Inc.",CannaCruz,"Bradford Palmer, Grant Palmer",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Monterey,Data Not Available,Cruz89@aol.Com,(831) 420-3227,Data Not Available,,
3863,C11-0000738-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Vbr Dhs Management, LLC",Data Not Available,"Benedetto  Celani, Roland Gentner",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,65000twobunch@gmail.Com,(760) 509-9550,Data Not Available,,
3864,C11-0000739-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Adira Distribution, Inc.",Data Not Available,"Brandt Collings, Derrek Higgins, James  Doherty, marcos morales, matthew woolley, ted weisman, Troy  Meadows",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Marcos@thelegionofbloom.Com,(707) 508-5806,Data Not Available,,
3866,C11-0000741-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Mvn Enterprises, LLC",Data Not Available,"David Bosworth, Julius  Giannini, Michael Corvington",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Mavenmeds@gmail.Com,(818) 400-6718,Data Not Available,,
3867,C11-0000742-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Mvn Productions, LLC",Data Not Available,"David Bosworth, Julius  Giannini, Michael Corvington",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Mavenmeds@gmail.Com,(818) 400-6718,Data Not Available,,
3868,C11-0000743-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use,7/10/19,7/9/22,,J&S Southern Leasing Group,Zanna,Glenn Willwerth,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Glenn.W@14fourgroup.Com,(909) 602-7334,Data Not Available,,
3872,C11-0000747-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Auxin Operative LLC,Auxin Operative LLC,Rebecca Lopez,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Rebeccalopezla@gmail.Com,(323) 645-7669,Data Not Available,,
3873,C11-0000748-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Silva Mill LLC,Silva Mill LLC,Rebecca Lopez,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Rebeccalopezla@gmail.Com,(323) 645-7669,Data Not Available,,
3874,C11-0000749-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Rebecca Lopez,Data Not Available,Rebecca Lopez,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Rebeccalopezla@gmail.Com,(323) 646-7669,Data Not Available,,
3875,C11-0000750-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Case Farms Collective,Data Not Available,Anthony Thomas,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Wallymona@comcast.Net,(313) 995-4620,Data Not Available,,
3876,C11-0000751-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Alkhemist Dm LLC,Data Not Available,"Albert Yang, Anthony Castello, Chloe Grossman, Conrad Yun, Hyungteh Do, James Chung",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Info@alkhemist.Co,(661) 717-9637,Data Not Available,,
3877,C11-0000752-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Hash Tag Distribution, Inc.",Data Not Available,"Anton Stetner, Barry  Fischetto, bryan cochran, Donald Jones, Doranna Buxton, Michael  Cook, Sandra   Possin, Steve Carlson",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Shasta,Data Not Available,Bcochran@tlblinc.Com,(530) 262-2174,Data Not Available,,
3879,C11-0000754-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Miracle Education Distributors, Inc","Miracle Education Distributors, Inc",Danna Digiulio,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Riverside,Data Not Available,Dannadigiulio@outlook.Com,(760) 620-2570,Data Not Available,,
3880,C11-0000755-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Bang Mingo LLC,Data Not Available,"Benjamin Harris, Mark Yandow",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Bangmingo@gmail.Com,(209) 205-8249,Data Not Available,,
3881,C11-0000756-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Canna Science Labs Inc,Data Not Available,"David  Spiegel, Garrett  Dylan, Isaac Shomer, Suzanne Cortney",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Yoni@canna-Sciencelabs.Com,(818) 943-7262,Data Not Available,,
3882,C11-0000757-LIC,Active,Annual,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Rosette Labworks LLC,Rosette,Harry Rose,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Humboldt,Data Not Available,Natalie@rosettewellness.Com,(707) 834-0834,Data Not Available,,
3883,C11-0000758-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,Green Earth Pharmacy Inc,Data Not Available,Alik Eliasian,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Alexeliasian89@yahoo.Com,(310) 299-4444,Data Not Available,,
3884,C11-0000759-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Green Spectrum Trading, Inc.",Data Not Available,"Arman Karkotsyan, Michael Mirolla",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Mikemirolla@gmail.Com,(818) 266-2306,Data Not Available,,
3885,C11-0000760-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/10/19,7/9/22,,"Green Spectrum Trading, Inc.",Data Not Available,"Arman Karkotsyan, Michael Mirolla",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Mikemirolla@gmail.Com,(818) 266-2306,Data Not Available,,
3888,C11-0000763-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,"Vmk, Inc.",Purple Lotus Patient Center,"Dan Georgatos, Giorgio Ricci, Jaine Krishnamachari, Sara Krishnamachari",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Clara,Data Not Available,Dangeorgatos@gmail.Com,(408) 456-0420,Data Not Available,,
3889,C11-0000764-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,Natural Remedies Caregivers,Data Not Available,KRISTINE GRIGORYAN,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Nrcaregivers@yahoo.Com,(310) 795-6449,Data Not Available,,
3890,C11-0000765-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,Brabus Holdings Inc,Data Not Available,Houston Durand,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sacramento,Data Not Available,Brabusinc18@gmail.Com,(510) 812-1600,Data Not Available,,
3891,C11-0000766-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use,7/11/19,7/10/22,,Santa Barbara Manufacturing And Supply Company LLC,SBMS,"Clay Becker, Ross Gartenlaub",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Santa Barbara,Data Not Available,Ross@concentratebrands.Com,(516) 587-0177,Data Not Available,,
3718,C11-0000767-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,Humboldt Growers Network,HUMBOLDT GROWERS NETWORK,"Steve Dodge, tobias hafenecker-dodge",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Sonoma,Data Not Available,Answers.Humboldtgrowers@gmail.Com,(707) 498-9433,Data Not Available,,
3719,C11-0000768-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,The Team Handed Corporation,CCDC,"Barrie Eves, David Bowers, Martin O'Brien",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,David@patientscrecollective.Com,(510) 540-7878,Data Not Available,,
3720,C11-0000769-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,"Maverick Star, Inc.",Data Not Available,"Benjamin Cohen, Erik  Keegan, Mark Piesner",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Mark@724consulting.Net,(818) 428-5158,Data Not Available,,
3721,C11-0000770-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,"Acp Manufacturing, LLC","ACP MANUFACTURING, LLC","Anthony Martincich, Jeff Porter, Joshua Jones",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Spineman420@gmail.Com,(925) 914-3288,Data Not Available,,
3722,C11-0000771-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use,7/11/19,7/10/22,,Msr Supply LLC,Data Not Available,Robert Masterson,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Shasta,Data Not Available,Simmon.Saraf@icloud.Com,(646) 509-4800,Data Not Available,,
3725,C11-0000774-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,"People's Refinery-Hero Oak, LLC","People's Refinery-Hero Oak, LLC",Bernard Steimann,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Orange,Data Not Available,License@peoplescali.Com,(714) 485-7379,Data Not Available,,
3726,C11-0000775-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/11/19,7/10/22,,Green Earth Vitality Corporation,Green Earth,Daniel Reisbord,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Info@gecollective.Com,(323) 349-0949,Data Not Available,,
3728,C11-0000777-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/12/19,7/11/22,,Atlantic Labs Lb,Data Not Available,"Earl  Comstock, Eugene Rotondo, Gloria Gamino, Matthew Abrams",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Los Angeles,Data Not Available,Mabrams55@gmail.Com,(312) 339-3192,Data Not Available,,
3729,C11-0000778-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/12/19,7/11/22,,Gilbert Street Unit 2 LLC,Gilbert Street Unit 2 LLC,"Eddie  Miller, James Weil, Mitchell Kulick, Nathan Kempner, Paul Warshaw",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Francisco,Data Not Available,Paul@greenrush.Com,(212) 748-9293,Data Not Available,,
3730,C11-0000779-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/12/19,7/11/22,,Fordoak Operations LLC,Data Not Available,"Le Erik Murray, Rickey McCullough",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,Alameda,Data Not Available,Erik@oifunds.Com,(510) 550-5102,Data Not Available,,
3732,C11-0000781-LIC,Active,Provisional,Commercial -  Distributor,Medicinal,7/12/19,7/11/22,,"Kavry Management, LLC","Kavry Management, LLC","Babak Arab, Chris Shepard",Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Bernardino,Data Not Available,Chris@nwcgcorp.Com,(949) 433-7035,Data Not Available,,
3733,C11-0000782-LIC,Active,Provisional,Commercial -  Distributor,Adult-Use and Medicinal,7/12/19,7/11/22,,Btc Ventures LLC,BTC Ventures,Martin Reed,Data Not Available,Data Not Available,Not Published,Data Not Available,CA,San Diego,Data Not Available,Lyden@highstyleca.Com,(360) 910-6136,Data Not Available,,
